Gasage (yr BP),CO2 (ppmv),bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Year
805668.8684046668,207.28544010704545,5212,2866.05,484485.3,505539.0,-419.2,213.1,1.868,7819
805668.8684046668,207.28544010704545,5213,2866.6,484878.7,505954.3333,-420.9,212.8,1.816,7819
805668.8684046668,207.28544010704545,5214,2867.15,485283.7,506369.6667,-420.3,212.9,1.834,7819
805668.8684046668,207.28544010704545,5215,2867.7,485685.4,506785.0,-418.5,213.2,1.887,7819
805668.8684046668,207.28544010704545,5216,2868.25,486076.3,507184.6667,-417.2,213.4,1.929,7819
805668.8684046668,207.28544010704545,5217,2868.8,486459.1,507584.3333,-416.8,213.5,1.941,7819
805668.8684046668,207.28544010704545,5218,2869.35,486839.8,507984.0,-416.1,213.6,1.962,7819
805668.8684046668,207.28544010704545,5219,2869.9,487216.6,508379.3333,-416.3,213.6,1.955,7819
805668.8684046668,207.28544010704545,5220,2870.45,487595.2,508774.6667,-418.4,213.2,1.889,7819
805668.8684046668,207.28544010704545,5221,2871.0,487987.2,509170.0,-425.1,212.1,1.701,7819
805668.8684046668,207.28544010704545,5222,2871.55,488423.1,509609.3333,-424.8,212.2,1.707,7819
805668.8684046668,207.28544010704545,5223,2872.1,488858.0,510048.6667,-423.6,212.4,1.739,7819
805668.8684046668,207.28544010704545,5224,2872.65,489285.2,510488.0,-424.0,212.3,1.73,7819
805668.8684046668,207.28544010704545,5225,2873.2,489715.5,510911.0,-422.7,212.5,1.765,7819
805668.8684046668,207.28544010704545,5226,2873.75,490137.9,511334.0,-423.5,212.4,1.744,7819
805668.8684046668,207.28544010704545,5227,2874.3,490566.2,511757.0,-424.1,212.3,1.727,7819
805668.8684046668,207.28544010704545,5228,2874.85,490999.4,512179.6667,-424.6,212.2,1.714,7819
805668.8684046668,207.28544010704545,5229,2875.4,491436.7,512602.3333,-424.9,212.2,1.707,7819
805668.8684046668,207.28544010704545,5230,2875.95,491877.0,513025.0,-423.6,212.4,1.744,7819
805668.8684046668,207.28544010704545,5231,2876.5,492309.1,513435.6667,-423.1,212.5,1.759,7819
805668.8684046668,207.28544010704545,5232,2877.05,492738.8,513846.3333,-423.0,212.5,1.763,7819
805668.8684046668,207.28544010704545,5233,2877.6,493168.6,514257.0,-423.9,212.4,1.741,7819
805668.8684046668,207.28544010704545,5234,2878.15,493604.7,514657.6667,-422.6,212.6,1.779,7819
805668.8684046668,207.28544010704545,5235,2878.7,494032.7,515058.3333,-419.0,213.2,1.886,7819
805668.8684046668,207.28544010704545,5236,2879.25,494437.4,515459.0,-419.6,213.1,1.872,7819
805668.8684046668,207.28544010704545,5237,2879.8,494846.1,515853.0,-420.7,212.9,1.844,7819
805668.8684046668,207.28544010704545,5238,2880.35,495262.0,516247.0,-420.7,213.0,1.846,7819
805668.8684046668,207.28544010704545,5239,2880.9,495678.2,516641.0,-417.7,213.5,1.941,7819
805668.8684046668,207.28544010704545,5240,2881.45,496075.1,517012.0,-415.5,213.9,2.014,7819
805668.8684046668,207.28544010704545,5241,2882.0,496458.6,517383.0,-415.2,213.9,2.024,7819
805668.8684046668,207.28544010704545,5242,2882.55,496841.0,517754.0,-418.1,213.5,1.94,7819
805668.8684046668,207.28544010704545,5243,2883.1,497240.8,518134.3333,-417.2,213.6,1.967,7819
805668.8684046668,207.28544010704545,5244,2883.65,497635.8,518514.6667,-417.1,213.6,1.974,7819
805668.8684046668,207.28544010704545,5245,2884.2,498030.3,518895.0,-412.5,214.4,2.125,7819
805668.8684046668,207.28544010704545,5246,2884.75,498397.5,519256.3333,-415.6,213.9,2.032,7819
805668.8684046668,207.28544010704545,5247,2885.3,498782.2,519617.6667,-412.3,214.5,2.139,7819
805668.8684046668,207.28544010704545,5248,2885.85,499148.4,519979.0,-413.1,214.4,2.116,7819
805668.8684046668,207.28544010704545,5249,2886.4,499519.1,520339.0,-412.4,214.5,2.141,7819
805668.8684046668,207.28544010704545,5250,2886.95,499886.3,520699.0,-412.3,214.5,2.148,7819
805668.8684046668,207.28544010704545,5251,2887.5,500252.9,521059.0,-411.0,214.7,2.191,7819
805668.8684046668,207.28544010704545,5252,2888.05,500613.0,521418.3333,-412.5,214.5,2.145,7819
805668.8684046668,207.28544010704545,5253,2888.6,500981.3,521777.6667,-412.1,214.6,2.16,7819
805668.8684046668,207.28544010704545,5254,2889.15,501347.5,522137.0,-411.4,214.7,2.184,7819
805668.8684046668,207.28544010704545,5255,2889.7,501710.4,522495.0,-412.3,214.5,2.157,7819
805668.8684046668,207.28544010704545,5256,2890.25,502078.4,522853.0,-410.3,214.9,2.225,7819
805668.8684046668,207.28544010704545,5257,2890.8,502435.7,523211.0,-415.2,214.1,2.064,7819
805668.8684046668,207.28544010704545,5258,2891.35,502821.5,523582.0,-411.9,214.6,2.171,7819
805668.8684046668,207.28544010704545,5259,2891.9,503188.8,523953.0,-412.3,214.6,2.161,7819
805668.8684046668,207.28544010704545,5260,2892.45,503558.3,524324.0,-411.8,214.6,2.177,7819
805668.8684046668,207.28544010704545,5261,2893.0,503925.8,524707.0,-412.8,214.5,2.135,7819
805668.8684046668,207.28544010704545,5262,2893.55,504301.0,525090.0,-420.4,213.2,1.903,7819
805668.8684046668,207.28544010704545,5263,2894.1,504722.6,525473.0,-418.6,213.5,1.951,7819
805668.8684046668,207.28544010704545,5264,2894.65,505134.3,525879.0,-418.9,213.5,1.944,7819
805668.8684046668,207.28544010704545,5265,2895.2,505548.3,526285.0,-417.0,213.8,2.0,7819
805668.8684046668,207.28544010704545,5266,2895.75,505951.2,526691.0,-418.2,213.6,1.967,7819
805668.8684046668,207.28544010704545,5267,2896.3,506361.6,527102.3333,-417.6,213.7,1.982,7819
805668.8684046668,207.28544010704545,5268,2896.85,506769.3,527513.6667,-420.8,213.2,1.889,7819
805668.8684046668,207.28544010704545,5269,2897.4,507197.5,527925.0,-417.1,213.8,1.997,7819
805668.8684046668,207.28544010704545,5270,2897.95,507603.4,528333.6667,-417.2,213.8,1.994,7819
805668.8684046668,207.28544010704545,5271,2898.5,508010.4,528742.3333,-420.4,213.2,1.899,7819
805668.8684046668,207.28544010704545,5272,2899.05,508438.4,529151.0,-419.9,213.3,1.911,7819
805668.8684046668,207.28544010704545,5273,2899.6,508864.3,529565.0,-419.6,213.4,1.921,7819
805668.8684046668,207.28544010704545,5274,2900.15,509288.3,529979.0,-417.1,213.8,1.993,7819
805668.8684046668,207.28544010704545,5275,2900.7,509697.8,530393.0,-420.3,213.2,1.899,7819
805668.8684046668,207.28544010704545,5276,2901.25,510128.1,530802.6667,-417.8,213.6,1.974,7819
805668.8684046668,207.28544010704545,5277,2901.8,510542.7,531212.3333,-416.0,213.9,2.029,7819
805668.8684046668,207.28544010704545,5278,2902.35,510946.5,531622.0,-414.8,214.1,2.064,7819
805668.8684046668,207.28544010704545,5279,2902.9,511343.8,532021.6667,-416.5,213.8,2.011,7819
805668.8684046668,207.28544010704545,5280,2903.45,511752.3,532421.3333,-416.7,213.8,1.999,7819
805668.8684046668,207.28544010704545,5281,2904.0,512163.8,532821.0,-420.7,213.1,1.877,7819
805668.8684046668,207.28544010704545,5282,2904.55,512602.6,533274.0,-422.1,212.9,1.831,7819
805668.8684046668,207.28544010704545,5283,2905.1,513053.0,533727.0,-425.9,212.3,1.726,7819
805668.8684046668,207.28544010704545,5284,2905.65,513531.2,534180.0,-430.0,211.6,1.612,7819
805668.8684046668,207.28544010704545,5285,2906.2,514044.2,534727.6667,-433.5,211.0,1.527,7819
805668.8684046668,207.28544010704545,5286,2906.75,514586.3,535275.3333,-432.2,211.2,1.556,7819
805668.8684046668,207.28544010704545,5287,2907.3,515118.9,535823.0,-435.8,210.6,1.471,7819
805668.8684046668,207.28544010704545,5288,2907.85,515683.0,536425.6667,-434.4,210.9,1.503,7819
805668.8684046668,207.28544010704545,5289,2908.4,516235.5,537028.3333,-435.8,210.6,1.471,7819
805668.8684046668,207.28544010704545,5290,2908.95,516800.9,537631.0,-433.0,211.1,1.536,7819
805668.8684046668,207.28544010704545,5291,2909.5,517343.1,538203.6667,-432.7,211.1,1.545,7819
805668.8684046668,207.28544010704545,5292,2910.05,517882.8,538776.3333,-429.3,211.7,1.629,7819
805668.8684046668,207.28544010704545,5293,2910.6,518395.2,539349.0,-431.4,211.4,1.578,7819
805668.8684046668,207.28544010704545,5294,2911.15,518924.4,539902.6667,-430.0,211.6,1.612,7819
805668.8684046668,207.28544010704545,5295,2911.7,519443.3,540456.3333,-430.3,211.5,1.605,7819
805668.8684046668,207.28544010704545,5296,2912.25,519965.0,541010.0,-429.9,211.6,1.614,7819
805668.8684046668,207.28544010704545,5297,2912.8,520484.3,541562.6667,-429.5,211.7,1.62,7819
805668.8684046668,207.28544010704545,5298,2913.35,521002.1,542115.3333,-434.5,210.8,1.499,7819
805668.8684046668,207.28544010704545,5299,2913.9,521561.9,542668.0,-435.9,210.6,1.463,7819
805668.8684046668,207.28544010704545,5300,2914.45,522136.2,543258.6667,-434.6,210.8,1.491,7819
805668.8684046668,207.28544010704545,5301,2915.0,522700.1,543849.3333,-434.0,210.9,1.504,7819
805668.8684046668,207.28544010704545,5302,2915.55,523259.5,544440.0,-433.8,210.9,1.507,7819
805668.8684046668,207.28544010704545,5303,2916.1,523818.2,545008.0,-433.7,210.9,1.507,7819
805668.8684046668,207.28544010704545,5304,2916.65,524377.0,545576.0,-432.7,211.0,1.529,7819
805668.8684046668,207.28544010704545,5305,2917.2,524928.2,546144.0,-431.6,211.2,1.554,7819
805668.8684046668,207.28544010704545,5306,2917.75,525470.9,546681.3333,-432.4,211.1,1.532,7819
805668.8684046668,207.28544010704545,5307,2918.3,526021.5,547218.6667,-433.0,210.9,1.516,7819
805668.8684046668,207.28544010704545,5308,2918.85,526578.2,547756.0,-434.8,210.6,1.471,7819
805668.8684046668,207.28544010704545,5309,2919.4,527152.1,548281.0,-435.0,210.6,1.465,7819
805668.8684046668,207.28544010704545,5310,2919.95,527728.8,548806.0,-436.4,210.4,1.431,7819
805668.8684046668,207.28544010704545,5311,2920.5,528319.4,549331.0,-437.0,210.3,1.418,7819
805668.8684046668,207.28544010704545,5312,2921.05,528915.6,549804.0,-435.6,210.5,1.452,7819
805668.8684046668,207.28544010704545,5313,2921.6,529498.1,550277.0,-429.9,211.4,1.586,7819
805668.8684046668,207.28544010704545,5314,2922.15,530031.2,550750.0,-429.6,211.5,1.596,7819
805668.8684046668,207.28544010704545,5315,2922.7,530561.5,551175.3333,-431.0,211.3,1.563,7819
805668.8684046668,207.28544010704545,5316,2923.25,531102.9,551600.6667,-430.9,211.3,1.566,7819
805668.8684046668,207.28544010704545,5317,2923.8,531643.4,552026.0,-428.9,211.6,1.618,7819
805668.8684046668,207.28544010704545,5318,2924.35,532166.4,552404.3333,-424.7,212.3,1.733,7819
805668.8684046668,207.28544010704545,5319,2924.9,532654.4,552782.6667,-421.6,212.8,1.82,7819
805668.8684046668,207.28544010704545,5320,2925.45,533119.1,553161.0,-424.0,212.5,1.754,7819
805668.8684046668,207.28544010704545,5321,2926.0,533601.1,553536.3333,-427.5,211.9,1.663,7819
805668.8684046668,207.28544010704545,5322,2926.55,534109.6,553911.6667,-427.3,211.9,1.666,7819
805668.8684046668,207.28544010704545,5323,2927.1,534616.9,554287.0,-431.5,211.2,1.563,7819
805668.8684046668,207.28544010704545,5324,2927.65,535157.3,554662.0,-427.1,212.0,1.671,7819
805668.8684046668,207.28544010704545,5325,2928.2,535662.9,555037.0,-427.4,211.9,1.669,7819
805668.8684046668,207.28544010704545,5326,2928.75,536169.1,555412.0,-422.1,212.8,1.816,7819
805668.8684046668,207.28544010704545,5327,2929.3,536634.6,555730.3333,-420.5,213.1,1.867,7819
805668.8684046668,207.28544010704545,5328,2929.85,537087.4,556048.6667,-417.5,213.6,1.957,7819
805668.8684046668,207.28544010704545,5329,2930.4,537519.4,556367.0,-417.2,213.6,1.973,7819
805668.8684046668,207.28544010704545,5330,2930.95,537948.4,556645.3333,-412.7,214.4,2.116,7819
805668.8684046668,207.28544010704545,5331,2931.5,538348.8,556923.6667,-410.0,214.8,2.211,7819
805668.8684046668,207.28544010704545,5332,2932.05,538732.4,557202.0,-407.3,215.3,2.309,7819
805668.8684046668,207.28544010704545,5333,2932.6,539100.3,557456.3333,-408.7,215.0,2.263,7819
805668.8684046668,207.28544010704545,5334,2933.15,539476.2,557710.6667,-410.3,214.8,2.198,7819
805668.8684046668,207.28544010704545,5335,2933.7,539864.1,557965.0,-416.9,213.7,1.988,7819
805668.8684046668,207.28544010704545,5336,2934.25,540293.8,558239.0,-414.8,214.0,2.047,7819
805668.8684046668,207.28544010704545,5337,2934.8,540711.8,558513.0,-416.4,213.8,1.997,7819
805668.8684046668,207.28544010704545,5338,2935.35,541141.1,558787.0,-420.3,213.1,1.882,7819
805668.8684046668,207.28544010704545,5339,2935.9,541597.1,559064.0,-418.6,213.4,1.927,7819
805668.8684046668,207.28544010704545,5340,2936.45,542043.6,559341.0,-421.7,212.9,1.839,7819
805668.8684046668,207.28544010704545,5341,2937.0,542512.6,559618.0,-422.0,212.9,1.827,7819
805668.8684046668,207.28544010704545,5342,2937.55,542985.5,559897.6667,-425.2,212.3,1.737,7819
805668.8684046668,207.28544010704545,5343,2938.1,543483.8,560177.3333,-426.3,212.2,1.703,7819
805668.8684046668,207.28544010704545,5344,2938.65,543992.4,560457.0,-431.3,211.3,1.577,7819
805668.8684046668,207.28544010704545,5345,2939.2,544542.8,560746.0,-430.2,211.5,1.602,7819
805668.8684046668,207.28544010704545,5346,2939.75,545085.1,561035.0,-427.4,212.0,1.678,7819
805668.8684046668,207.28544010704545,5347,2940.3,545603.4,561324.0,-422.9,212.7,1.799,7819
805668.8684046668,207.28544010704545,5348,2940.85,546087.9,561580.6667,-423.4,212.6,1.788,7819
805668.8684046668,207.28544010704545,5349,2941.4,546576.1,561837.3333,-422.4,212.8,1.817,7819
805668.8684046668,207.28544010704545,5350,2941.95,547057.8,562094.0,-421.7,212.9,1.837,7819
805668.8684046668,207.28544010704545,5351,2942.5,547535.0,562338.3333,-421.6,212.9,1.841,7819
805668.8684046668,207.28544010704545,5352,2943.05,548012.1,562582.6667,-419.6,213.3,1.899,7819
805668.8684046668,207.28544010704545,5353,2943.6,548475.5,562827.0,-418.8,213.4,1.924,7819
805668.8684046668,207.28544010704545,5354,2944.15,548933.4,563059.0,-419.8,213.2,1.896,7819
805668.8684046668,207.28544010704545,5355,2944.7,549399.2,563291.0,-416.4,213.8,1.997,7819
805668.8684046668,207.28544010704545,5356,2945.25,549842.5,563523.0,-416.1,213.8,2.01,7819
805668.8684046668,207.28544010704545,5357,2945.8,550284.1,563741.3333,-414.4,214.1,2.064,7819
805668.8684046668,207.28544010704545,5358,2946.35,550715.7,563959.6667,-414.2,214.1,2.072,7819
805668.8684046668,207.28544010704545,5359,2946.9,551146.8,564178.0,-412.7,214.4,2.12,7819
805668.8684046668,207.28544010704545,5360,2947.45,551569.6,564384.3333,-412.4,214.4,2.133,7819
805668.8684046668,207.28544010704545,5361,2948.0,551990.9,564590.6667,-410.8,214.7,2.184,7819
805668.8684046668,207.28544010704545,5362,2948.55,552403.6,564797.0,-411.8,214.5,2.153,7819
805668.8684046668,207.28544010704545,5363,2949.1,552823.1,564996.3333,-409.4,214.9,2.234,7819
805668.8684046668,207.28544010704545,5364,2949.65,553228.2,565195.6667,-409.8,214.8,2.22,7819
805668.8684046668,207.28544010704545,5365,2950.2,553637.1,565395.0,-408.1,215.1,2.277,7819
805668.8684046668,207.28544010704545,5366,2950.75,554036.6,565584.6667,-408.7,215.0,2.259,7819
805668.8684046668,207.28544010704545,5367,2951.3,554440.2,565774.3333,-405.8,215.5,2.359,7819
805668.8684046668,207.28544010704545,5368,2951.85,554827.4,565964.0,-402.6,216.0,2.482,7819
805668.8684046668,207.28544010704545,5369,2952.4,555196.0,566144.0,-404.8,215.6,2.398,7819
805668.8684046668,207.28544010704545,5370,2952.95,555578.2,566324.0,-404.9,215.6,2.388,7819
805668.8684046668,207.28544010704545,5371,2953.5,555962.6,566504.0,-405.7,215.4,2.356,7819
805668.8684046668,207.28544010704545,5372,2954.05,556352.6,566685.6667,-406.0,215.4,2.342,7819
805668.8684046668,207.28544010704545,5373,2954.6,556745.1,566867.3333,-404.8,215.6,2.382,7819
805668.8684046668,207.28544010704545,5374,2955.15,557131.2,567049.0,-402.0,216.0,2.485,7819
805668.8684046668,207.28544010704545,5375,2955.7,557501.6,567224.0,-403.1,215.8,2.442,7819
805668.8684046668,207.28544010704545,5376,2956.25,557878.6,567399.0,-403.1,215.8,2.436,7819
805668.8684046668,207.28544010704545,5377,2956.8,558256.6,567574.0,-403.3,215.7,2.425,7819
805668.8684046668,207.28544010704545,5378,2957.35,558636.2,567750.3333,-402.7,215.8,2.443,7819
805668.8684046668,207.28544010704545,5379,2957.9,559013.1,567926.6667,-404.0,215.6,2.396,7819
805668.8684046668,207.28544010704545,5380,2958.45,559397.4,568103.0,-401.5,216.0,2.483,7819
805668.8684046668,207.28544010704545,5381,2959.0,559768.2,568273.6667,-403.0,215.8,2.43,7819
805668.8684046668,207.28544010704545,5382,2959.55,560146.9,568444.3333,-400.2,216.2,2.533,7819
805668.8684046668,207.28544010704545,5383,2960.1,560510.2,568615.0,-399.0,216.4,2.579,7819
805668.8684046668,207.28544010704545,5384,2960.65,560866.7,568784.3333,-401.7,215.9,2.472,7819
805668.8684046668,207.28544010704545,5385,2961.2,561238.6,568953.6667,-403.2,215.7,2.415,7819
805668.8684046668,207.28544010704545,5386,2961.75,561619.2,569123.0,-400.2,216.2,2.527,7819
805668.8684046668,207.28544010704545,5387,2962.3,561982.6,569287.6667,-400.8,216.1,2.506,7819
805668.8684046668,207.28544010704545,5388,2962.85,562349.1,569452.3333,-399.8,216.2,2.542,7819
805668.8684046668,207.28544010704545,5389,2963.4,562709.9,569617.0,-401.1,216.0,2.494,7819
805668.8684046668,207.28544010704545,5390,2963.95,563077.5,569783.3333,-400.6,216.1,2.51,7819
805668.8684046668,207.28544010704545,5391,2964.5,563442.6,569949.6667,-402.2,215.8,2.451,7819
805668.8684046668,207.28544010704545,5392,2965.05,563816.3,570116.0,-400.5,216.1,2.515,7819
805668.8684046668,207.28544010704545,5393,2965.6,564180.1,570280.0,-398.1,216.5,2.613,7819
805668.8684046668,207.28544010704545,5394,2966.15,564529.9,570444.0,-400.4,216.1,2.521,7819
805668.8684046668,207.28544010704545,5395,2966.7,564892.3,570608.0,-400.1,216.2,2.53,7819
805668.8684046668,207.28544010704545,5396,2967.25,565253.1,570773.3333,-401.4,216.0,2.482,7819
805668.8684046668,207.28544010704545,5397,2967.8,565620.8,570938.6667,-400.5,216.1,2.516,7819
805668.8684046668,207.28544010704545,5398,2968.35,565983.1,571104.0,-400.6,216.1,2.512,7819
805668.8684046668,207.28544010704545,5399,2968.9,566345.4,571272.3333,-401.3,216.0,2.485,7819
805668.8684046668,207.28544010704545,5400,2969.45,566711.8,571440.6667,-400.5,216.1,2.514,7819
805668.8684046668,207.28544010704545,5401,2970.0,567073.8,571609.0,-400.1,216.2,2.529,7819
805668.8684046668,207.28544010704545,5402,2970.55,567433.7,571777.0,-400.5,216.1,2.513,7819
805668.8684046668,207.28544010704545,5403,2971.1,567796.2,571945.0,-400.2,216.2,2.525,7819
805668.8684046668,207.28544010704545,5404,2971.65,568157.3,572113.0,-399.8,216.2,2.542,7819
805668.8684046668,207.28544010704545,5405,2972.2,568516.8,572284.0,-400.2,216.2,2.53,7819
805668.8684046668,207.28544010704545,5406,2972.75,568878.4,572455.0,-401.8,215.9,2.47,7819
805668.8684046668,207.28544010704545,5407,2973.3,569249.4,572626.0,-400.8,216.1,2.509,7819
805668.8684046668,207.28544010704545,5408,2973.85,569615.2,572804.3333,-402.6,215.8,2.446,7819
805668.8684046668,207.28544010704545,5409,2974.4,569990.9,572982.6667,-403.1,215.8,2.431,7819
805668.8684046668,207.28544010704545,5410,2974.95,570369.7,573161.0,-400.6,216.2,2.531,7819
805668.8684046668,207.28544010704545,5411,2975.5,570734.1,573339.3333,-401.3,216.1,2.51,7819
805668.8684046668,207.28544010704545,5412,2976.05,571102.1,573517.6667,-400.1,216.3,2.552,7819
805668.8684046668,207.28544010704545,5413,2976.6,571464.5,573696.0,-405.2,215.5,2.369,7819
805668.8684046668,207.28544010704545,5414,2977.15,571855.1,573883.0,-402.1,216.0,2.486,7819
805668.8684046668,207.28544010704545,5415,2977.7,572227.8,574070.0,-400.6,216.3,2.557,7819
805668.8684046668,207.28544010704545,5416,2978.25,572590.4,574257.0,-400.4,216.4,2.568,7819
805668.8684046668,207.28544010704545,5417,2978.8,572951.8,574444.3333,-403.4,215.9,2.466,7819
805668.8684046668,207.28544010704545,5418,2979.35,573328.4,574631.6667,-400.9,216.4,2.574,7819
805668.8684046668,207.28544010704545,5419,2979.9,573689.3,574819.0,-401.8,216.3,2.551,7819
805668.8684046668,207.28544010704545,5420,2980.45,574053.9,575008.6667,-400.9,216.5,2.599,7819
805668.8684046668,207.28544010704545,5421,2981.0,574411.9,575198.3333,-401.1,216.5,2.601,7819
805668.8684046668,207.28544010704545,5422,2981.55,574770.0,575388.0,-402.2,216.3,2.565,7819
805668.8684046668,207.28544010704545,5423,2982.1,575133.4,575583.3333,-400.0,216.7,2.654,7819
805668.8684046668,207.28544010704545,5424,2982.65,575484.6,575778.6667,-400.9,216.5,2.614,7819
805668.8684046668,207.28544010704545,5425,2983.2,575841.6,575974.0,-402.4,216.2,2.539,7819
805668.8684046668,207.28544010704545,5426,2983.75,576209.2,576187.6667,-403.2,216.0,2.483,7819
805668.8684046668,207.28544010704545,5427,2984.3,576585.3,576401.3333,-403.2,215.9,2.453,7819
805668.8684046668,207.28544010704545,5428,2984.85,576966.4,576615.0,-402.4,215.9,2.471,7819
805668.8684046668,207.28544010704545,5429,2985.4,577344.9,576842.6667,-403.6,215.8,2.43,7819
805668.8684046668,207.28544010704545,5430,2985.95,577730.5,577070.3333,-403.4,215.8,2.444,7819
805668.8684046668,207.28544010704545,5431,2986.5,578114.4,577298.0,-402.8,215.9,2.468,7819
805668.8684046668,207.28544010704545,5432,2987.05,578494.9,577535.6667,-403.0,215.9,2.463,7819
805668.8684046668,207.28544010704545,5433,2987.6,578876.7,577773.3333,-405.6,215.5,2.363,7819
805668.8684046668,207.28544010704545,5434,2988.15,579275.0,578011.0,-401.0,216.2,2.546,7819
805668.8684046668,207.28544010704545,5435,2988.7,579645.5,578249.3333,-400.4,216.3,2.569,7819
805668.8684046668,207.28544010704545,5436,2989.25,580013.4,578487.6667,-401.8,216.1,2.519,7819
805668.8684046668,207.28544010704545,5437,2989.8,580389.4,578726.0,-399.6,216.5,2.609,7819
805668.8684046668,207.28544010704545,5438,2990.35,580753.2,578964.3333,-396.8,217.0,2.724,7819
805668.8684046668,207.28544010704545,5439,2990.9,581102.1,579202.6667,-397.7,216.8,2.694,7819
805668.8684046668,207.28544010704545,5440,2991.45,581455.4,579441.0,-397.7,216.8,2.695,7819
805668.8684046668,207.28544010704545,5441,2992.0,581809.1,579687.0,-397.3,216.9,2.712,7819
805668.8684046668,207.28544010704545,5442,2992.55,582160.9,579933.0,-397.8,216.8,2.695,7819
805668.8684046668,207.28544010704545,5443,2993.1,582515.4,580179.0,-397.1,216.9,2.723,7819
805668.8684046668,207.28544010704545,5444,2993.65,582866.8,580442.6667,-399.3,216.6,2.632,7819
805668.8684046668,207.28544010704545,5445,2994.2,583231.1,580706.3333,-402.2,216.1,2.508,7819
805668.8684046668,207.28544010704545,5446,2994.75,583614.2,580970.0,-408.6,215.1,2.274,7819
805668.8684046668,207.28544010704545,5447,2995.3,584037.4,581288.3333,-407.1,215.3,2.32,7819
805668.8684046668,207.28544010704545,5448,2995.85,584452.9,581606.6667,-410.9,214.7,2.188,7819
805668.8684046668,207.28544010704545,5449,2996.4,584894.1,581925.0,-414.8,214.1,2.058,7819
805668.8684046668,207.28544010704545,5450,2996.95,585363.9,582299.3333,-415.5,214.0,2.032,7819
805668.8684046668,207.28544010704545,5451,2997.5,585840.4,582673.6667,-419.0,213.4,1.922,7819
805668.8684046668,207.28544010704545,5452,2998.05,586344.7,583048.0,-424.1,212.5,1.774,7819
805668.8684046668,207.28544010704545,5453,2998.6,586892.0,583516.3333,-426.8,212.1,1.698,7819
805668.8684046668,207.28544010704545,5454,2999.15,587464.7,583984.6667,-430.5,211.5,1.602,7819
805668.8684046668,207.28544010704545,5455,2999.7,588073.1,584453.0,-431.7,211.3,1.573,7819
805668.8684046668,207.28544010704545,5456,3000.25,588693.5,584960.3333,-425.8,212.3,1.724,7819
805668.8684046668,207.28544010704545,5457,3000.8,589260.4,585467.6667,-425.0,212.4,1.748,7819
805668.8684046668,207.28544010704545,5458,3001.35,589820.4,585975.0,-427.2,212.0,1.691,7819
805668.8684046668,207.28544010704545,5459,3001.9,590400.4,586512.0,-423.5,212.7,1.784,7819
805668.8684046668,207.28544010704545,5460,3002.45,590951.9,587049.0,-431.1,211.4,1.588,7819
805668.8684046668,207.28544010704545,5461,3003.0,591573.4,587586.0,-429.8,211.6,1.618,7819
805668.8684046668,207.28544010704545,5462,3003.55,592185.2,588144.3333,-427.5,212.0,1.679,7819
805668.8684046668,207.28544010704545,5463,3004.1,592776.2,588702.6667,-422.0,212.9,1.837,7819
805668.8684046668,207.28544010704545,5464,3004.65,593317.5,589261.0,-418.7,213.5,1.937,7819
805668.8684046668,207.28544010704545,5465,3005.2,593832.2,589755.3333,-416.7,213.8,2.003,7819
805668.8684046668,207.28544010704545,5466,3005.75,594331.2,590249.6667,-411.9,214.6,2.163,7819
805668.8684046668,207.28544010704545,5467,3006.3,594794.5,590744.0,-411.9,214.6,2.159,7819
805668.8684046668,207.28544010704545,5468,3006.85,595259.6,591287.0,-420.3,213.2,1.895,7819
805668.8684046668,207.28544010704545,5469,3007.4,595790.6,591830.0,-425.2,212.4,1.752,7819
805668.8684046668,207.28544010704545,5470,3007.95,596366.4,592373.0,-423.9,212.6,1.787,7819
805668.8684046668,207.28544010704545,5471,3008.5,596932.3,592970.3333,-420.1,213.3,1.899,7819
805668.8684046668,207.28544010704545,5472,3009.05,597465.9,593567.6667,-420.1,213.3,1.903,7819
805668.8684046668,207.28544010704545,5473,3009.6,597999.7,594165.0,-416.3,213.9,2.017,7819
805668.8684046668,207.28544010704545,5474,3010.15,598504.1,594736.3333,-417.4,213.7,1.988,7819
805668.8684046668,207.28544010704545,5475,3010.7,599017.2,595307.6667,-413.8,214.3,2.101,7819
805668.8684046668,207.28544010704545,5476,3011.25,599503.7,595879.0,-416.4,213.9,2.018,7819
805668.8684046668,207.28544010704545,5477,3011.8,600011.2,596529.0,-421.7,213.0,1.855,7819
805668.8684046668,207.28544010704545,5478,3012.35,600564.4,597179.0,-426.3,212.3,1.722,7819
805668.8684046668,207.28544010704545,5479,3012.9,601161.4,597829.0,-432.3,211.3,1.568,7819
805668.8684046668,207.28544010704545,5480,3013.45,601818.6,598594.3333,-427.8,212.0,1.683,7819
805668.8684046668,207.28544010704545,5481,3014.0,602432.1,599359.6667,-423.8,212.7,1.796,7819
805668.8684046668,207.28544010704545,5482,3014.55,603008.1,600125.0,-423.3,212.8,1.812,7819
805668.8684046668,207.28544010704545,5483,3015.1,603580.1,600827.3333,-422.9,212.8,1.828,7819
805668.8684046668,207.28544010704545,5484,3015.65,604147.6,601529.6667,-416.3,213.9,2.022,7819
805668.8684046668,207.28544010704545,5485,3016.2,604661.8,602232.0,-418.6,213.5,1.955,7819
805668.8684046668,207.28544010704545,5486,3016.75,605194.4,602927.6667,-420.1,213.3,1.909,7819
805668.8684046668,207.28544010704545,5487,3017.3,605740.6,603623.3333,-418.6,213.5,1.952,7819
